doc_a_id,doc_a_title,doc_b_id,doc_b_title,distance
248,Customer Segmentation Analysis,208,Customer Segmentation Analysis,0.0
248,Customer Segmentation Analysis,236,Customer Segmentation Analysis,0.0
249,User Retention Analysis,183,User Retention Analysis,0.12597096
249,User Retention Analysis,218,User Retention Analysis,0.12597096
249,User Retention Analysis,242,User Retention Analysis,0.12597096
250,Market Expansion Analysis,105,Market Expansion Analysis,0.0
250,Market Expansion Analysis,122,Market Expansion Analysis,0.0
250,Market Expansion Analysis,135,Market Expansion Analysis,0.0
250,Market Expansion Analysis,161,Market Expansion Analysis,0.0
251,Campaign Performance Analysis,180,Campaign Performance Analysis,3.5762787e-07
251,Campaign Performance Analysis,216,Campaign Performance Analysis,3.5762787e-07
251,Campaign Performance Analysis,99,Campaign Performance Analysis,0.14854026
252,Customer Churn Analysis,38,Customer Churn Analysis,1.1920929e-07
252,Customer Churn Analysis,46,Customer Churn Analysis,1.1920929e-07
252,Customer Churn Analysis,139,Customer Churn Analysis,1.1920929e-07
252,Customer Churn Analysis,167,Customer Churn Analysis,1.1920929e-07
253,Pricing Strategy Analysis,103,Pricing Strategy Analysis,4.7683716e-07
253,Pricing Strategy Analysis,179,Pricing Strategy Analysis,4.7683716e-07
253,Pricing Strategy Analysis,277,Pricing Strategy Analysis,4.7683716e-07
254,Customer Segmentation Analysis,129,Customer Segmentation Analysis,2.3841858e-07
254,Customer Segmentation Analysis,269,Customer Segmentation Analysis,2.3841858e-07
254,Customer Segmentation Analysis,25,Customer Segmentation Analysis,0.106450915
255,Sales Pipeline Analysis,125,Sales Pipeline Analysis,5.9604645e-07
255,Sales Pipeline Analysis,200,Sales Pipeline Analysis,5.9604645e-07
255,Sales Pipeline Analysis,62,Sales Pipeline Analysis,0.03985703
256,Revenue Forecast Analysis,159,Revenue Forecast Analysis,0.0
256,Revenue Forecast Analysis,214,Revenue Forecast Analysis,0.0
256,Revenue Forecast Analysis,215,Revenue Forecast Analysis,0.0
257,Revenue Forecast Analysis,146,Revenue Forecast Analysis,8.34465e-07
257,Revenue Forecast Analysis,189,Revenue Forecast Analysis,8.34465e-07
257,Revenue Forecast Analysis,225,Revenue Forecast Analysis,8.34465e-07
258,Sales Pipeline Analysis,237,Sales Pipeline Analysis,2.3841858e-07
258,Sales Pipeline Analysis,244,Sales Pipeline Analysis,2.3841858e-07
258,Sales Pipeline Analysis,278,Sales Pipeline Analysis,2.3841858e-07
259,Revenue Forecast Analysis,131,Revenue Forecast Analysis,0.0
259,Revenue Forecast Analysis,151,Revenue Forecast Analysis,0.0
259,Revenue Forecast Analysis,197,Revenue Forecast Analysis,0.0
260,Customer Segmentation Analysis,171,Customer Segmentation Analysis,0.0
260,Customer Segmentation Analysis,172,Customer Segmentation Analysis,0.0
260,Customer Segmentation Analysis,210,Customer Segmentation Analysis,0.0
261,Market Expansion Analysis,105,Market Expansion Analysis,0.0
261,Market Expansion Analysis,122,Market Expansion Analysis,0.0
261,Market Expansion Analysis,135,Market Expansion Analysis,0.0
261,Market Expansion Analysis,161,Market Expansion Analysis,0.0
262,Customer Segmentation Analysis,40,Customer Segmentation Analysis,2.3841858e-07
262,Customer Segmentation Analysis,73,Customer Segmentation Analysis,2.3841858e-07
262,Customer Segmentation Analysis,185,Customer Segmentation Analysis,2.3841858e-07
262,Customer Segmentation Analysis,191,Customer Segmentation Analysis,2.3841858e-07
263,Campaign Performance Analysis,229,Campaign Performance Analysis,0.0
263,Campaign Performance Analysis,271,Campaign Performance Analysis,0.0
263,Campaign Performance Analysis,99,Campaign Performance Analysis,0.26020324
264,Campaign Performance Analysis,107,Campaign Performance Analysis,8.34465e-07
264,Campaign Performance Analysis,186,Campaign Performance Analysis,8.34465e-07
264,Campaign Performance Analysis,245,Campaign Performance Analysis,8.34465e-07
265,Customer Churn Analysis,141,Customer Churn Analysis,0.0
265,Customer Churn Analysis,279,Customer Churn Analysis,0.0
265,Customer Churn Analysis,291,Customer Churn Analysis,0.0
266,Revenue Forecast Analysis,177,Revenue Forecast Analysis,0.0
266,Revenue Forecast Analysis,182,Revenue Forecast Analysis,0.0
266,Revenue Forecast Analysis,232,Revenue Forecast Analysis,0.0
266,Revenue Forecast Analysis,235,Revenue Forecast Analysis,0.0
267,Revenue Forecast Analysis,68,Revenue Forecast Analysis,0.0
267,Revenue Forecast Analysis,138,Revenue Forecast Analysis,0.0
267,Revenue Forecast Analysis,233,Revenue Forecast Analysis,0.0
267,Revenue Forecast Analysis,239,Revenue Forecast Analysis,0.0
268,Customer Segmentation Analysis,171,Customer Segmentation Analysis,0.0
268,Customer Segmentation Analysis,172,Customer Segmentation Analysis,0.0
268,Customer Segmentation Analysis,210,Customer Segmentation Analysis,0.0
268,Customer Segmentation Analysis,260,Customer Segmentation Analysis,0.0
269,Customer Segmentation Analysis,129,Customer Segmentation Analysis,2.3841858e-07
269,Customer Segmentation Analysis,254,Customer Segmentation Analysis,2.3841858e-07
269,Customer Segmentation Analysis,25,Customer Segmentation Analysis,0.106450915
270,Sales Pipeline Analysis,44,Sales Pipeline Analysis,0.0
270,Sales Pipeline Analysis,59,Sales Pipeline Analysis,0.0
270,Sales Pipeline Analysis,109,Sales Pipeline Analysis,0.0
270,Sales Pipeline Analysis,164,Sales Pipeline Analysis,0.0
271,Campaign Performance Analysis,229,Campaign Performance Analysis,0.0
271,Campaign Performance Analysis,263,Campaign Performance Analysis,0.0
271,Campaign Performance Analysis,99,Campaign Performance Analysis,0.26020324
272,User Retention Analysis,43,User Retention Analysis,0.0
272,User Retention Analysis,53,User Retention Analysis,0.0
272,User Retention Analysis,127,User Retention Analysis,0.0
272,User Retention Analysis,147,User Retention Analysis,0.0
273,Pricing Strategy Analysis,94,Pricing Strategy Analysis,2.3841858e-07
273,Pricing Strategy Analysis,102,Pricing Strategy Analysis,2.3841858e-07
273,Pricing Strategy Analysis,123,Pricing Strategy Analysis,2.3841858e-07
273,Pricing Strategy Analysis,238,Pricing Strategy Analysis,2.3841858e-07
274,Product Adoption Analysis,187,Product Adoption Analysis,1.1920929e-07
274,Product Adoption Analysis,192,Product Adoption Analysis,1.1920929e-07
274,Product Adoption Analysis,19,Product Adoption Analysis,0.043097854
275,Revenue Forecast Analysis,146,Revenue Forecast Analysis,8.34465e-07
275,Revenue Forecast Analysis,189,Revenue Forecast Analysis,8.34465e-07
275,Revenue Forecast Analysis,225,Revenue Forecast Analysis,8.34465e-07
275,Revenue Forecast Analysis,257,Revenue Forecast Analysis,8.34465e-07
276,Product Adoption Analysis,98,Product Adoption Analysis,0.0
276,Product Adoption Analysis,120,Product Adoption Analysis,0.0
276,Product Adoption Analysis,153,Product Adoption Analysis,0.043097854
277,Pricing Strategy Analysis,103,Pricing Strategy Analysis,4.7683716e-07
277,Pricing Strategy Analysis,179,Pricing Strategy Analysis,4.7683716e-07
277,Pricing Strategy Analysis,253,Pricing Strategy Analysis,4.7683716e-07
278,Sales Pipeline Analysis,237,Sales Pipeline Analysis,2.3841858e-07
278,Sales Pipeline Analysis,244,Sales Pipeline Analysis,2.3841858e-07
278,Sales Pipeline Analysis,258,Sales Pipeline Analysis,2.3841858e-07
279,Customer Churn Analysis,141,Customer Churn Analysis,0.0
279,Customer Churn Analysis,265,Customer Churn Analysis,0.0
279,Customer Churn Analysis,291,Customer Churn Analysis,0.0
280,Product Adoption Analysis,66,Product Adoption Analysis,0.0
280,Product Adoption Analysis,101,Product Adoption Analysis,0.0
280,Product Adoption Analysis,114,Product Adoption Analysis,0.0
281,Customer Churn Analysis,130,Customer Churn Analysis,0.0
281,Customer Churn Analysis,136,Customer Churn Analysis,0.0
281,Customer Churn Analysis,176,Customer Churn Analysis,0.0
281,Customer Churn Analysis,178,Customer Churn Analysis,0.0
282,Product Adoption Analysis,190,Product Adoption Analysis,0.0
282,Product Adoption Analysis,4,Product Adoption Analysis,0.11000037
282,Product Adoption Analysis,24,Product Adoption Analysis,0.11000037
283,Revenue Forecast Analysis,166,Revenue Forecast Analysis,1.1920929e-07
283,Revenue Forecast Analysis,228,Revenue Forecast Analysis,1.1920929e-07
283,Revenue Forecast Analysis,118,Revenue Forecast Analysis,0.12669742
284,Revenue Forecast Analysis,159,Revenue Forecast Analysis,0.0
284,Revenue Forecast Analysis,214,Revenue Forecast Analysis,0.0
284,Revenue Forecast Analysis,215,Revenue Forecast Analysis,0.0
284,Revenue Forecast Analysis,256,Revenue Forecast Analysis,0.0
285,Product Adoption Analysis,168,Product Adoption Analysis,0.0
285,Product Adoption Analysis,170,Product Adoption Analysis,0.0
285,Product Adoption Analysis,153,Product Adoption Analysis,0.16608667
286,Pricing Strategy Analysis,100,Pricing Strategy Analysis,0.0
286,Pricing Strategy Analysis,108,Pricing Strategy Analysis,0.0
286,Pricing Strategy Analysis,111,Pricing Strategy Analysis,0.0
286,Pricing Strategy Analysis,213,Pricing Strategy Analysis,0.0
287,User Retention Analysis,43,User Retention Analysis,0.0
287,User Retention Analysis,53,User Retention Analysis,0.0
287,User Retention Analysis,127,User Retention Analysis,0.0
287,User Retention Analysis,147,User Retention Analysis,0.0
288,Market Expansion Analysis,80,Market Expansion Analysis,0.0
288,Market Expansion Analysis,91,Market Expansion Analysis,0.0
288,Market Expansion Analysis,92,Market Expansion Analysis,0.0
288,Market Expansion Analysis,194,Market Expansion Analysis,0.0
289,Market Expansion Analysis,184,Market Expansion Analysis,5.9604645e-07
289,Market Expansion Analysis,195,Market Expansion Analysis,5.9604645e-07
289,Market Expansion Analysis,26,Market Expansion Analysis,0.14122605
290,Campaign Performance Analysis,156,Campaign Performance Analysis,0.0
290,Campaign Performance Analysis,10,Campaign Performance Analysis,0.17028117
290,Campaign Performance Analysis,180,Campaign Performance Analysis,0.17028117
291,Customer Churn Analysis,141,Customer Churn Analysis,0.0
291,Customer Churn Analysis,265,Customer Churn Analysis,0.0
291,Customer Churn Analysis,279,Customer Churn Analysis,0.0
292,Customer Churn Analysis,96,Customer Churn Analysis,0.0
292,Customer Churn Analysis,175,Customer Churn Analysis,0.0
292,Customer Churn Analysis,222,Customer Churn Analysis,0.0
293,Customer Churn Analysis,207,Customer Churn Analysis,5.9604645e-07
293,Customer Churn Analysis,230,Customer Churn Analysis,5.9604645e-07
293,Customer Churn Analysis,77,Customer Churn Analysis,0.046977997
294,User Retention Analysis,43,User Retention Analysis,0.0
294,User Retention Analysis,53,User Retention Analysis,0.0
294,User Retention Analysis,127,User Retention Analysis,0.0
294,User Retention Analysis,147,User Retention Analysis,0.0
295,Product Adoption Analysis,24,Product Adoption Analysis,0.0
295,Product Adoption Analysis,115,Product Adoption Analysis,0.0
295,Product Adoption Analysis,124,Product Adoption Analysis,0.0
295,Product Adoption Analysis,144,Product Adoption Analysis,0.0
296,Campaign Performance Analysis,69,Campaign Performance Analysis,0.0
296,Campaign Performance Analysis,206,Campaign Performance Analysis,0.0
296,Campaign Performance Analysis,34,Campaign Performance Analysis,0.24397612
297,Revenue Forecast Analysis,131,Revenue Forecast Analysis,0.0
297,Revenue Forecast Analysis,151,Revenue Forecast Analysis,0.0
297,Revenue Forecast Analysis,197,Revenue Forecast Analysis,0.0
297,Revenue Forecast Analysis,259,Revenue Forecast Analysis,0.0
298,Pricing Strategy Analysis,94,Pricing Strategy Analysis,2.3841858e-07
298,Pricing Strategy Analysis,102,Pricing Strategy Analysis,2.3841858e-07
298,Pricing Strategy Analysis,123,Pricing Strategy Analysis,2.3841858e-07
298,Pricing Strategy Analysis,238,Pricing Strategy Analysis,2.3841858e-07
299,Pricing Strategy Analysis,94,Pricing Strategy Analysis,2.3841858e-07
299,Pricing Strategy Analysis,102,Pricing Strategy Analysis,2.3841858e-07
299,Pricing Strategy Analysis,123,Pricing Strategy Analysis,2.3841858e-07
299,Pricing Strategy Analysis,238,Pricing Strategy Analysis,2.3841858e-07
